RecordID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
468,2009-01-09,Mildura,12.3,27.8,0.0,11.2,7.8,SE,35.0,SE,ESE,20.0,17.0,43.0,14.0,1019.1,1014.8,2.0,7.0,15.7,26.4,No,No
469,2009-01-10,Mildura,12.7,32.2,0.0,8.4,11.6,SW,52.0,SSE,SE,13.0,11.0,35.0,11.0,1010.9,1008.0,7.0,1.0,19.1,30.4,No,No
470,2009-01-11,Mildura,15.4,33.4,0.0,11.6,11.8,WSW,56.0,SW,SW,11.0,17.0,53.0,14.0,1010.0,1008.9,7.0,1.0,18.5,32.0,No,No
471,2009-01-12,Mildura,15.3,34.4,0.0,12.4,13.3,SSE,50.0,SSE,S,17.0,20.0,40.0,9.0,1016.6,1013.9,0.0,0.0,19.7,33.0,No,No
472,2009-01-13,Mildura,17.7,40.4,0.0,10.4,13.7,N,35.0,NE,N,13.0,6.0,22.0,9.0,1012.7,1009.4,0.0,0.0,28.0,38.7,No,No
473,2009-01-14,Mildura,22.3,42.4,0.0,11.2,13.0,W,41.0,N,WNW,11.0,20.0,13.0,7.0,1009.1,1007.6,0.0,0.0,31.4,41.4,No,No
474,2009-01-15,Mildura,16.4,29.7,0.0,21.0,11.8,S,52.0,S,SSW,24.0,20.0,51.0,23.0,1016.8,1015.8,4.0,4.0,18.4,25.9,No,No
475,2009-01-16,Mildura,12.8,29.8,0.0,10.0,12.9,SSW,48.0,S,SSW,24.0,20.0,53.0,21.0,1021.3,1018.3,0.0,0.0,16.8,27.6,No,No
476,2009-01-17,Mildura,12.0,28.6,0.0,12.0,13.1,SSE,43.0,SE,SSE,17.0,20.0,45.0,15.0,1022.8,1019.5,1.0,3.0,15.5,25.7,No,No
477,2009-01-18,Mildura,15.4,32.7,0.0,10.2,11.7,SE,28.0,SE,SE,15.0,13.0,30.0,12.0,1019.0,1016.0,7.0,6.0,19.6,30.0,No,No
478,2009-01-19,Mildura,17.2,39.0,0.0,8.0,13.3,WNW,26.0,NNE,N,9.0,9.0,24.0,8.0,1012.5,1008.8,1.0,0.0,27.2,36.8,No,No
479,2009-01-20,Mildura,20.1,42.3,0.0,11.8,12.9,NW,46.0,NNE,NW,9.0,20.0,19.0,4.0,1007.1,1005.2,0.0,5.0,28.7,41.3,No,No
480,2013-03-01,Nhil,9.8,27.4,0.2,,,SE,54.0,SSE,SE,28.0,30.0,62.0,27.0,1021.2,1019.3,,,14.3,25.3,No,No
481,2013-03-02,Nhil,12.6,30.1,0.0,,,ESE,46.0,ESE,ESE,35.0,19.0,60.0,22.0,1022.7,1019.9,,,16.0,27.6,No,No
482,2013-03-03,Nhil,13.7,30.6,0.0,,,ENE,50.0,ENE,NE,22.0,20.0,51.0,26.0,1021.0,1017.8,,,18.9,29.4,No,No
483,2013-03-04,Nhil,16.9,32.4,0.0,,,ENE,48.0,ENE,NE,20.0,17.0,52.0,23.0,1018.9,1015.9,,,21.0,32.0,No,No
484,2013-03-05,Nhil,18.9,34.2,0.0,,,SE,54.0,ENE,ESE,28.0,20.0,48.0,25.0,1016.9,1014.5,,,22.3,32.6,No,No
485,2013-03-06,Nhil,19.4,35.2,0.4,,,E,28.0,ENE,SSW,17.0,9.0,41.0,26.0,1015.3,1012.8,,,23.7,32.7,No,No
486,2013-03-07,Nhil,21.5,35.2,0.0,,,ESE,33.0,SE,NW,9.0,9.0,45.0,29.0,1015.5,1014.2,,,24.7,32.8,No,No
487,2013-03-08,Nhil,23.1,37.3,0.0,,,NE,33.0,ENE,NNE,19.0,11.0,42.0,18.0,1017.1,1014.3,,,25.7,35.4,No,No
488,2013-03-09,Nhil,20.5,36.5,0.0,,,SW,43.0,NNE,N,11.0,20.0,33.0,17.0,1015.1,1012.8,,,26.1,34.4,No,No
489,2013-03-10,Nhil,21.7,37.7,0.0,,,E,30.0,E,W,15.0,9.0,44.0,20.0,1015.8,1013.9,,,25.1,34.6,No,No
490,2013-03-11,Nhil,21.4,39.0,0.0,,,NNW,43.0,ENE,N,13.0,13.0,35.0,16.0,1015.8,1013.5,,,26.2,37.5,No,No
491,2013-03-12,Nhil,22.4,38.5,0.0,,,NNW,50.0,NE,N,9.0,26.0,31.0,15.0,1014.1,1010.2,,,26.5,36.8,No,No
492,2013-03-13,Nhil,18.1,25.4,0.0,,,W,54.0,SW,SSW,31.0,30.0,54.0,30.0,1011.6,1011.6,,,19.2,24.7,No,No
493,2013-03-14,Nhil,11.9,26.5,0.0,,,S,46.0,SSW,SW,22.0,22.0,55.0,28.0,1017.1,1015.0,,,16.0,24.7,No,No
494,2013-03-15,Nhil,9.2,26.9,0.0,,,SW,41.0,S,S,9.0,19.0,81.0,28.0,1019.1,1016.7,,,13.5,25.1,No,No
495,2013-03-16,Nhil,13.5,23.8,0.0,,,SW,63.0,SSW,SW,20.0,28.0,69.0,80.0,1017.5,1016.8,,,16.4,17.6,No,No
496,2013-03-17,Nhil,6.7,21.3,0.2,,,SSE,50.0,S,S,19.0,26.0,71.0,28.0,1026.3,1024.6,,,10.6,19.2,No,No
497,2013-03-18,Nhil,6.7,23.5,0.0,,,E,48.0,SSE,SSE,13.0,19.0,77.0,33.0,1025.2,1022.6,,,10.8,21.4,No,No
498,2013-03-19,Nhil,9.9,25.9,0.0,,,ESE,30.0,ESE,ESE,15.0,7.0,72.0,26.0,1023.5,1020.6,,,14.1,24.8,No,No
499,2013-03-20,Nhil,12.1,30.9,0.0,,,NNW,39.0,ENE,N,20.0,19.0,41.0,15.0,1018.6,1013.1,,,16.2,29.8,No,No
500,2009-01-01,Portland,12.5,16.6,0.0,4.8,6.5,SW,59.0,SW,SW,28.0,28.0,97.0,99.0,1006.7,1010.5,,6.0,13.7,14.5,No,Yes
501,2009-01-02,Portland,8.6,15.2,1.6,4.8,11.7,SSW,39.0,SW,S,20.0,17.0,60.0,61.0,1020.0,1021.3,6.0,2.0,11.9,14.0,Yes,No
502,2009-01-03,Portland,1.6,18.0,0.2,4.6,11.9,S,30.0,NE,ESE,9.0,15.0,67.0,52.0,1020.4,1018.3,6.0,3.0,11.6,17.5,No,No
503,2009-01-04,Portland,4.8,20.1,0.0,4.8,13.8,S,28.0,E,S,11.0,17.0,73.0,63.0,1016.4,1015.2,1.0,1.0,14.7,18.1,No,No
504,2009-01-05,Portland,4.4,18.8,0.0,5.6,13.6,W,46.0,W,W,20.0,31.0,72.0,68.0,1014.0,1013.4,4.0,3.0,14.9,18.0,No,No
505,2009-01-06,Portland,,20.0,0.0,5.4,8.5,,,WNW,W,17.0,26.0,99.0,81.0,1010.9,1010.8,8.0,6.0,15.4,18.9,No,Yes
506,2009-01-07,Portland,12.8,18.6,1.4,4.8,8.0,WSW,50.0,SW,W,9.0,28.0,88.0,57.0,1011.5,1012.8,8.0,6.0,14.6,17.9,Yes,No
507,2009-01-08,Portland,10.8,16.2,0.0,5.8,11.7,S,39.0,SSW,S,20.0,22.0,58.0,50.0,1019.8,1021.5,6.0,3.0,12.9,15.0,No,No
508,2009-01-09,Portland,10.9,18.0,0.0,5.2,9.9,SE,35.0,SE,ESE,17.0,19.0,56.0,51.0,1022.2,1019.7,7.0,3.0,14.1,17.2,No,No
509,2009-01-10,Portland,11.8,18.5,0.0,5.2,13.8,ESE,33.0,E,SSE,15.0,19.0,71.0,56.0,1014.5,1013.0,6.0,,15.4,17.7,No,No
510,2009-01-11,Portland,7.4,18.6,0.0,6.4,11.2,W,35.0,,WSW,0.0,24.0,75.0,51.0,1012.7,1013.1,7.0,1.0,14.0,17.5,No,No
511,2009-01-12,Portland,13.4,21.6,0.2,4.8,11.6,S,24.0,WNW,SSE,9.0,13.0,89.0,64.0,1018.3,1017.5,8.0,2.0,16.2,20.8,No,No
512,2009-01-13,Portland,11.0,36.8,0.0,6.0,13.0,NW,48.0,N,W,15.0,30.0,51.0,14.0,1010.9,1006.7,1.0,1.0,21.4,36.3,No,No
513,2009-01-14,Portland,15.2,18.5,0.0,15.2,5.8,W,43.0,SSW,S,17.0,15.0,90.0,71.0,1011.5,1012.7,8.0,7.0,15.4,17.2,No,No
514,2009-01-15,Portland,10.5,20.0,0.0,5.0,12.1,WSW,54.0,W,WSW,20.0,30.0,61.0,58.0,1015.8,1017.5,2.0,3.0,16.7,18.2,No,No
515,2009-01-16,Portland,13.0,17.6,0.0,6.6,12.0,WSW,52.0,SW,SW,28.0,26.0,51.0,47.0,1020.3,1022.7,2.0,5.0,14.6,15.7,No,No
516,2009-01-17,Portland,7.4,18.5,0.0,5.4,13.4,SSW,41.0,SE,SE,9.0,15.0,59.0,52.0,1024.4,1023.9,6.0,3.0,14.5,17.2,No,No
517,2009-01-18,Portland,2.7,22.6,0.0,5.4,13.8,E,28.0,ENE,ESE,13.0,19.0,67.0,50.0,1021.8,1019.7,1.0,0.0,14.1,20.9,No,No
518,2009-01-19,Portland,8.4,29.4,0.0,7.2,13.4,WSW,39.0,E,SSW,9.0,20.0,72.0,28.0,1012.3,1010.3,2.0,5.0,16.9,26.0,No,No
519,2009-01-20,Portland,13.2,27.8,0.0,8.4,12.0,W,56.0,WSW,NNW,9.0,20.0,78.0,27.0,1006.3,1007.6,6.0,6.0,18.0,24.6,No,No
520,2009-01-01,Watsonia,13.9,20.0,0.0,5.6,8.8,SSW,61.0,W,SW,19.0,31.0,56.0,48.0,1004.8,1006.0,7.0,7.0,16.9,18.0,No,No
521,2009-01-02,Watsonia,8.9,18.4,0.8,7.2,12.9,SW,52.0,SW,SW,13.0,24.0,75.0,41.0,1017.8,1019.0,6.0,7.0,11.7,17.1,No,No
522,2009-01-03,Watsonia,5.2,21.4,0.0,6.2,10.5,SSW,28.0,SE,SW,6.0,17.0,59.0,44.0,1020.7,1017.4,1.0,7.0,12.9,19.9,No,No
523,2009-01-04,Watsonia,7.7,30.5,0.0,6.4,12.5,SSW,30.0,NNE,SSW,6.0,13.0,73.0,16.0,1016.4,1012.7,5.0,4.0,13.7,29.0,No,No
524,2009-01-05,Watsonia,10.6,29.9,0.0,7.4,12.3,SW,33.0,ENE,SW,4.0,13.0,66.0,27.0,1011.5,1010.1,6.0,2.0,18.8,28.4,No,No
525,2009-01-06,Watsonia,12.8,31.7,0.0,7.2,13.7,SSW,48.0,E,SSW,6.0,24.0,53.0,36.0,1010.4,1007.4,0.0,1.0,20.9,29.7,No,No
526,2009-01-07,Watsonia,16.5,22.6,0.0,8.8,4.4,SSW,39.0,SSE,SW,7.0,24.0,89.0,58.0,1009.7,1009.9,8.0,7.0,16.9,21.9,No,No
527,2009-01-08,Watsonia,11.4,19.3,0.0,5.2,11.5,S,52.0,SW,SSW,19.0,30.0,59.0,42.0,1017.2,1018.6,2.0,5.0,15.1,17.7,No,No
528,2009-01-09,Watsonia,9.6,22.4,0.0,5.6,12.6,SW,43.0,SSE,SSE,13.0,15.0,52.0,36.0,1021.4,1017.3,2.0,7.0,15.0,21.4,No,No
529,2009-01-10,Watsonia,10.8,25.6,0.0,7.2,10.2,SW,39.0,NW,SSW,4.0,22.0,69.0,46.0,1013.6,1009.6,7.0,1.0,15.2,23.2,No,No
530,2009-01-11,Watsonia,13.4,25.4,0.0,6.6,10.2,SW,41.0,E,SSW,6.0,17.0,85.0,51.0,1011.8,1009.4,8.0,1.0,15.1,23.8,No,No
531,2009-01-12,Watsonia,10.0,26.0,0.0,5.2,7.8,S,30.0,E,S,2.0,13.0,75.0,44.0,1018.4,1017.1,8.0,5.0,14.7,23.9,No,No
532,2009-01-13,Watsonia,11.4,37.2,0.0,6.8,13.5,NNW,43.0,NE,NNW,9.0,17.0,62.0,15.0,1013.9,1009.8,0.0,0.0,20.5,34.4,No,No
533,2009-01-14,Watsonia,20.5,34.5,0.0,18.6,12.3,N,46.0,N,WSW,28.0,17.0,12.0,44.0,1006.9,1008.5,3.0,4.0,33.3,27.5,No,No
534,2009-01-15,Watsonia,14.4,24.4,0.0,9.2,10.1,SW,44.0,WSW,SW,17.0,20.0,63.0,41.0,1015.6,1014.4,7.0,5.0,16.6,22.3,No,No
535,2009-01-16,Watsonia,14.0,20.3,0.0,8.6,9.9,SSW,57.0,WSW,SSW,24.0,26.0,51.0,39.0,1017.0,1018.4,7.0,6.0,17.0,20.0,No,No
536,2009-01-17,Watsonia,12.6,21.5,0.0,8.8,12.1,SW,44.0,S,SW,15.0,22.0,53.0,43.0,1022.7,1022.2,4.0,2.0,15.1,19.6,No,No
537,2009-01-18,Watsonia,8.2,27.8,0.0,6.6,13.0,SW,30.0,ESE,SW,6.0,19.0,64.0,39.0,1021.7,1018.5,1.0,0.0,14.9,24.7,No,No
538,2009-01-19,Watsonia,10.9,37.2,0.0,7.8,13.4,N,37.0,NE,NNW,11.0,17.0,51.0,10.0,1013.8,1008.9,1.0,1.0,20.8,35.9,No,No
539,2009-01-20,Watsonia,16.6,40.6,0.0,15.8,12.0,W,65.0,NE,SSW,4.0,33.0,37.0,26.0,1005.5,1005.3,1.0,3.0,25.8,29.0,No,No
540,2009-01-01,Dartmoor,,,,4.8,6.5,,,,,,,,,,,,,,,,
541,2009-01-02,Dartmoor,,,,4.8,11.7,,,,,,,,,,,,,,,,
542,2009-01-03,Dartmoor,,,,4.6,11.9,,,,,,,,,,,,,,,,
543,2009-01-04,Dartmoor,,,,4.8,13.8,,,,,,,,,,,,,,,,
544,2009-01-05,Dartmoor,,,,5.6,13.6,,,,,,,,,,,,,,,,
545,2009-01-06,Dartmoor,,,,5.4,8.5,,,,,,,,,,,,,,,,
546,2009-01-07,Dartmoor,,,,4.8,8.0,,,,,,,,,,,,,,,,
547,2009-01-08,Dartmoor,,,,5.8,11.7,,,,,,,,,,,,,,,,
548,2009-01-09,Dartmoor,,,,5.2,9.9,,,,,,,,,,,,,,,,
549,2009-01-10,Dartmoor,,,,5.2,13.8,,,,,,,,,,,,,,,,
550,2009-01-11,Dartmoor,,,,6.4,11.2,,,,,,,,,,,,,,,,
551,2009-01-12,Dartmoor,,,,4.8,11.6,,,,,,,,,,,,,,,,
552,2009-01-13,Dartmoor,,,,6.0,13.0,,,,,,,,,,,,,,,,
553,2009-01-14,Dartmoor,,,,15.2,5.8,,,,,,,,,,,,,,,,
554,2009-01-15,Dartmoor,,,,5.0,12.1,,,,,,,,,,,,,,,,
555,2009-01-16,Dartmoor,,,,6.6,12.0,,,,,,,,,,,,,,,,
556,2009-01-17,Dartmoor,,,,5.4,13.4,,,,,,,,,,,,,,,,
557,2009-01-18,Dartmoor,,,,5.4,13.8,,,,,,,,,,,,,,,,
558,2009-01-19,Dartmoor,,,,7.2,13.4,,,,,,,,,,,,,,,,
559,2009-01-20,Dartmoor,,,,8.4,12.0,,,,,,,,,,,,,,,,
560,2008-07-01,Brisbane,10.3,25.2,0.0,1.4,9.5,WNW,26.0,SSW,W,6.0,15.0,81.0,37.0,1019.6,1014.8,0.0,1.0,14.9,24.6,No,No
561,2008-07-02,Brisbane,8.1,22.9,0.0,2.0,9.8,W,30.0,W,WNW,15.0,19.0,41.0,30.0,1018.8,1015.0,0.0,0.0,16.2,22.4,No,No
562,2008-07-03,Brisbane,9.7,22.4,0.0,5.8,9.4,E,22.0,SW,E,7.0,15.0,55.0,52.0,1021.4,1019.1,1.0,4.0,15.4,21.3,No,No
563,2008-07-04,Brisbane,11.8,20.0,0.8,1.8,1.1,SW,24.0,SW,SSE,9.0,7.0,76.0,53.0,1023.5,1021.7,7.0,7.0,14.1,19.6,No,No
564,2008-07-05,Brisbane,12.3,16.7,0.0,2.0,0.3,S,37.0,S,SSW,11.0,7.0,81.0,89.0,1027.3,1026.2,7.0,8.0,16.1,15.0,No,Yes
565,2008-07-06,Brisbane,12.6,21.5,16.2,5.2,6.4,ENE,31.0,SSW,E,7.0,17.0,78.0,52.0,1028.5,1025.7,5.0,2.0,15.9,20.0,Yes,No
566,2008-07-07,Brisbane,12.9,21.9,0.0,2.4,1.6,NE,17.0,SW,NE,9.0,9.0,83.0,63.0,1026.9,1023.1,7.0,7.0,14.7,20.1,No,Yes
567,2008-07-08,Brisbane,14.5,17.4,24.2,2.0,0.6,WSW,31.0,SW,NW,7.0,2.0,94.0,73.0,1024.0,1019.3,8.0,6.0,14.7,17.0,Yes,Yes
568,2008-07-09,Brisbane,6.0,16.7,3.8,1.0,,W,43.0,WSW,W,13.0,19.0,48.0,34.0,1022.6,1020.2,1.0,1.0,12.4,16.2,Yes,No
569,2008-07-10,Brisbane,10.3,19.7,0.2,4.0,10.0,W,39.0,WSW,WSW,17.0,17.0,47.0,34.0,1021.8,1017.0,0.0,1.0,13.2,18.8,No,No
570,2008-07-11,Brisbane,6.6,19.6,0.0,4.0,7.9,W,28.0,WSW,WSW,11.0,9.0,48.0,38.0,1021.7,1019.4,7.0,7.0,14.2,18.7,No,No
571,2008-07-12,Brisbane,7.9,21.1,0.0,2.2,8.1,ENE,30.0,SW,E,7.0,15.0,60.0,48.0,1025.9,1023.4,1.0,6.0,12.8,19.3,No,No
572,2008-07-13,Brisbane,12.0,22.8,0.0,3.0,2.2,ENE,20.0,SSW,ENE,6.0,9.0,72.0,69.0,1026.6,1023.3,7.0,7.0,15.3,21.2,No,No
573,2008-07-14,Brisbane,13.6,25.7,0.0,1.0,4.5,N,19.0,SSW,NE,4.0,9.0,86.0,65.0,1025.3,1021.0,7.0,1.0,18.3,23.3,No,No
574,2008-07-15,Brisbane,16.7,24.8,0.0,1.2,5.9,W,31.0,SSW,NNE,9.0,9.0,80.0,65.0,1022.2,1018.7,5.0,6.0,19.1,23.4,No,Yes
575,2008-07-16,Brisbane,16.5,18.9,5.4,2.6,0.0,SW,19.0,WSW,WSW,2.0,4.0,93.0,71.0,1020.1,1017.8,8.0,8.0,17.1,18.7,Yes,Yes
576,2008-07-17,Brisbane,12.2,21.5,2.8,0.8,8.7,WSW,17.0,SW,NE,7.0,9.0,80.0,57.0,1020.6,1016.1,3.0,3.0,15.6,21.2,Yes,No
577,2008-07-18,Brisbane,9.4,25.4,0.0,1.2,9.6,WNW,37.0,SW,WNW,6.0,15.0,72.0,34.0,1017.3,1011.9,2.0,2.0,15.2,25.0,No,No
578,2008-07-19,Brisbane,6.8,22.9,0.0,3.2,9.8,W,33.0,SW,WNW,2.0,15.0,55.0,25.0,1018.3,1015.7,0.0,0.0,15.4,22.4,No,No
579,2008-07-20,Brisbane,7.5,22.9,0.0,3.4,9.0,NNE,30.0,SW,NNE,6.0,15.0,60.0,45.0,1020.6,1015.4,1.0,1.0,13.6,21.3,No,No
580,2008-12-01,Cairns,25.2,32.3,0.4,4.0,6.4,NE,31.0,E,ENE,7.0,13.0,62.0,66.0,1011.3,1008.1,5.0,7.0,31.2,30.7,No,Yes
581,2008-12-02,Cairns,24.2,32.3,8.4,6.6,5.3,NE,35.0,S,NE,11.0,13.0,75.0,62.0,1011.9,1008.0,7.0,7.0,29.0,31.1,Yes,No
582,2008-12-03,Cairns,23.9,32.8,0.6,5.6,11.3,SSE,31.0,SSE,E,17.0,20.0,69.0,42.0,1012.2,1009.9,7.0,5.0,29.1,31.6,No,No
583,2008-12-04,Cairns,22.2,33.6,0.0,9.6,12.3,SE,39.0,SSE,ESE,19.0,24.0,60.0,31.0,1013.3,1010.9,2.0,1.0,29.6,32.5,No,No
584,2008-12-05,Cairns,23.2,33.5,0.0,11.6,11.8,SE,43.0,SSE,ESE,22.0,26.0,64.0,56.0,1013.8,1011.0,4.0,2.0,29.7,32.2,No,No
585,2008-12-06,Cairns,24.7,33.4,0.0,8.4,10.6,NE,33.0,SE,NE,15.0,20.0,64.0,67.0,1012.7,1009.2,1.0,2.0,30.8,31.5,No,No
586,2008-12-07,Cairns,23.9,32.0,0.0,8.0,9.2,NNE,28.0,NW,NE,7.0,17.0,70.0,73.0,1010.9,1007.1,2.0,3.0,29.3,30.6,No,No
587,2008-12-08,Cairns,26.6,33.2,0.0,8.0,7.2,NNE,30.0,NW,NNE,13.0,15.0,65.0,69.0,1009.8,1005.8,6.0,4.0,31.3,31.7,No,Yes
588,2008-12-09,Cairns,26.1,32.8,4.6,4.8,7.1,NNE,28.0,NE,N,9.0,13.0,72.0,77.0,1009.5,1006.9,7.0,7.0,30.8,30.2,Yes,No
589,2008-12-10,Cairns,26.0,32.6,0.2,5.8,4.0,ENE,28.0,ESE,NNE,15.0,11.0,80.0,72.0,1009.9,1007.5,7.0,7.0,28.9,29.5,No,No
590,2008-12-11,Cairns,25.3,32.9,0.4,5.4,12.0,ENE,33.0,ENE,NE,15.0,22.0,64.0,57.0,1010.6,1006.6,3.0,4.0,30.4,31.4,No,No
591,2008-12-12,Cairns,22.9,33.3,0.0,8.6,8.4,ENE,31.0,SSE,S,19.0,15.0,55.0,57.0,1010.5,1007.6,1.0,5.0,30.4,31.5,No,No
592,2008-12-13,Cairns,24.7,33.0,0.0,8.0,12.1,NNE,30.0,SE,NE,9.0,15.0,63.0,68.0,1009.5,1006.3,3.0,1.0,30.9,31.1,No,No
593,2008-12-14,Cairns,26.5,34.1,0.0,8.0,10.5,N,37.0,WNW,NNE,15.0,20.0,57.0,68.0,1007.2,1003.2,4.0,3.0,32.5,32.3,No,Yes
594,2008-12-15,Cairns,23.8,32.9,31.8,11.8,7.2,S,35.0,SW,N,4.0,17.0,79.0,74.0,1008.8,1005.0,7.0,5.0,26.3,30.5,Yes,No
595,2008-12-16,Cairns,25.5,33.9,0.2,5.0,7.0,SSE,41.0,SSE,SE,11.0,19.0,64.0,59.0,1009.8,1007.4,6.0,5.0,30.8,31.5,No,No
596,2008-12-17,Cairns,25.1,32.6,0.0,7.4,5.5,ENE,37.0,SSE,N,17.0,11.0,64.0,77.0,1011.0,1008.9,4.0,7.0,30.6,28.0,No,Yes
597,2008-12-18,Cairns,23.8,31.7,3.6,5.0,7.8,SSE,28.0,S,NNE,7.0,13.0,69.0,70.0,1010.7,1007.7,6.0,4.0,28.9,30.2,Yes,No
598,2008-12-19,Cairns,25.3,32.4,0.0,4.2,1.6,N,24.0,W,NE,9.0,9.0,71.0,69.0,1008.6,1006.8,7.0,7.0,28.7,29.9,No,No
599,2008-12-20,Cairns,25.2,32.1,0.0,4.4,3.8,N,26.0,NW,NNE,9.0,15.0,70.0,72.0,1008.4,1006.6,7.0,7.0,30.2,31.1,No,No
600,2008-12-01,GoldCoast,17.0,30.4,0.0,,,NNW,31.0,NNW,NE,17.0,22.0,52.0,61.0,1013.5,1010.7,,,26.2,28.5,No,No
601,2008-12-02,GoldCoast,19.0,29.7,0.0,,,NNE,37.0,NNW,NNE,19.0,31.0,55.0,70.0,1013.1,1010.2,,,27.8,26.2,No,No
602,2008-12-03,GoldCoast,21.3,28.6,0.0,,,NNE,52.0,N,N,24.0,31.0,61.0,74.0,1013.4,1009.8,,,27.8,24.6,No,No
603,2008-12-04,GoldCoast,20.9,28.7,0.8,,,SE,52.0,ENE,SE,15.0,39.0,65.0,75.0,1014.7,1014.5,,,27.5,23.6,No,No
604,2008-12-05,GoldCoast,19.7,29.5,0.2,,,NW,43.0,E,SE,11.0,11.0,67.0,83.0,1017.5,1015.2,,,26.0,23.8,No,Yes
605,2008-12-06,GoldCoast,22.8,34.5,3.6,,,NW,48.0,NW,NW,22.0,17.0,52.0,50.0,1011.2,1006.7,,,29.4,31.9,Yes,Yes
606,2008-12-07,GoldCoast,22.1,29.1,15.4,,,SSE,54.0,NNW,SSE,17.0,39.0,82.0,75.0,1007.2,1006.2,,,26.0,23.6,Yes,No
607,2008-12-08,GoldCoast,20.2,27.7,0.2,,,SE,41.0,S,SE,26.0,26.0,64.0,62.0,1013.4,1011.0,,,25.1,25.5,No,Yes
608,2008-12-09,GoldCoast,19.9,29.0,1.2,,,,,SSE,ENE,19.0,26.0,71.0,61.0,1013.5,1011.4,,,25.6,28.4,Yes,
609,2008-12-10,GoldCoast,,30.3,,,,NNE,41.0,N,NNE,19.0,31.0,58.0,70.0,1011.3,1007.5,,,27.3,26.5,,No
610,2008-12-11,GoldCoast,23.4,31.0,0.0,,,SSE,50.0,SE,NNE,20.0,30.0,70.0,80.0,1011.1,1006.7,,,26.7,25.5,No,Yes
611,2008-12-12,GoldCoast,21.5,27.5,13.2,,,S,39.0,S,S,28.0,22.0,99.0,100.0,1014.4,1010.9,,,21.6,22.3,Yes,Yes
612,2008-12-13,GoldCoast,21.5,32.0,6.2,,,N,41.0,NNW,N,22.0,30.0,63.0,77.0,1006.4,1000.7,,,27.5,26.5,Yes,No
613,2008-12-14,GoldCoast,23.1,32.9,0.0,,,WNW,61.0,NW,W,35.0,33.0,40.0,27.0,1001.2,999.4,,,29.9,31.3,No,No
614,2008-12-15,GoldCoast,17.7,30.3,0.0,,,SSE,39.0,W,SSE,22.0,31.0,29.0,48.0,1006.2,1007.0,,,26.8,25.8,No,No
615,2008-12-16,GoldCoast,17.4,29.6,0.0,,,NNE,33.0,E,NE,11.0,26.0,56.0,53.0,1014.8,1012.3,,,25.5,28.5,No,No
616,2008-12-17,GoldCoast,18.5,31.0,0.0,,,NNE,37.0,NW,NNE,24.0,31.0,52.0,58.0,1014.3,1010.9,,,27.1,28.9,No,No
617,2008-12-18,GoldCoast,21.2,30.1,0.0,,,SSW,56.0,NW,N,20.0,33.0,49.0,69.0,1010.6,1005.0,,,27.8,25.7,No,Yes
618,2008-12-19,GoldCoast,20.8,30.7,11.0,,,S,56.0,NNW,N,28.0,19.0,60.0,71.0,1006.2,1002.4,,,28.3,26.0,Yes,No
619,2008-12-20,GoldCoast,20.6,26.1,0.0,,,SSE,54.0,SSE,SSE,37.0,37.0,61.0,58.0,1013.8,1013.6,,,25.4,24.6,No,No
620,2008-12-01,Townsville,24.4,31.4,23.6,4.6,11.6,ENE,33.0,NE,ENE,11.0,26.0,72.0,74.0,1011.9,1008.9,5.0,4.0,30.1,30.1,Yes,No
621,2008-12-02,Townsville,25.9,31.7,0.6,7.6,11.3,ENE,37.0,E,ENE,19.0,28.0,72.0,70.0,1012.4,1008.9,2.0,2.0,29.7,30.4,No,Yes
622,2008-12-03,Townsville,26.1,32.0,2.4,11.0,12.5,ENE,33.0,ENE,NNE,20.0,9.0,59.0,44.0,1013.5,1010.4,2.0,1.0,29.4,31.2,Yes,No
623,2008-12-04,Townsville,23.9,31.2,0.0,8.6,12.6,NE,41.0,ENE,NE,11.0,26.0,63.0,62.0,1014.2,1011.9,2.0,1.0,29.0,30.5,No,No
624,2008-12-05,Townsville,24.2,32.3,0.0,9.8,12.2,ENE,39.0,ESE,ENE,20.0,26.0,65.0,65.0,1015.1,1012.3,3.0,2.0,29.8,30.7,No,Yes
625,2008-12-06,Townsville,26.2,31.8,1.4,10.4,10.8,ENE,35.0,NE,ENE,22.0,28.0,74.0,66.0,1013.2,1009.2,5.0,2.0,29.9,30.9,Yes,No
626,2008-12-07,Townsville,26.7,32.4,0.0,9.0,10.6,NNE,39.0,N,N,20.0,24.0,71.0,65.0,1010.6,1006.4,6.0,2.0,29.3,31.5,No,Yes
627,2008-12-08,Townsville,22.5,30.9,76.8,,6.0,SSW,54.0,NE,ENE,2.0,13.0,93.0,70.0,1011.0,1006.3,7.0,3.0,24.4,30.4,Yes,Yes
628,2008-12-09,Townsville,23.8,32.2,3.8,6.0,9.4,ESE,59.0,E,ENE,17.0,28.0,76.0,71.0,1010.3,1006.3,4.0,4.0,29.2,30.8,Yes,No
629,2008-12-10,Townsville,27.5,31.5,0.0,6.2,11.4,ENE,39.0,ENE,ENE,20.0,28.0,72.0,73.0,1010.4,1007.2,2.0,4.0,30.2,30.7,No,No
